property_name,property_address,latitude,longitude,OpenStreetMap_address,property_price,property_description,tipe_property,certificate,dilengkapi_perabotan,kondisi_properti,jalur_telepon,jumlah_lantai,daya_listrik,tanggal_tayang,luas_bangunan,luas_tanah,kamar_tidur,kamar_mandi,garasi_mobil
"Perumahan Syariah Tanpa Bank Minimalis Mulia Residence di Sekojo Borang Purwo Jalan Jepang, Sematang Borang, Palembang","Sematang Borang, Palembang ",-2.94182715,104.82105484830586,"Sematang Borang, Palembang, Sumatera Selatan, Indonesia",Rp. 235.000.000,"Dijual Perumahan Syariah Tanpa Bank Minimalis Mulia Residence di Sekojo Borang Purwo Jalan Jepang 

Luas tanah. : 91 m2
Luas bangunan : 42 m2
Kamar tidur. : 2 unit
Kamar mandi : 1 unit

Spesifikasi :
Sertifikat Hak Milik
PBB
IMB
Listrik 1300 Watt
Air Sumur Bor
Carport 1 mobil
Kelebihan:
	Terdapat Fasilitas Mushola dan Taman
	One Gate System
	Tanpa BI Checking Bank
	Tanpa Bunga
	Angsuran Flat
	Kawasan sudah ramai perumahan
	2 menit ke SDN 37 Palembang Sekojo
	3 menit ke Puskemas Mata Merah Sekojo Palembang
	5 menit ke SMAN 7 Sekojo Palembang
	5 menit ke minimarket sekojo terdekat
	8 menit ke SDN 34 Sekojo Palembang
	10 menit ke Kantor Camat Sematang Borang Palembang

Deskripsi :
Posisi Rumah dalam komplek dengan lokasi strategis berada di dalam kota palembang, dekat kemana-mana dengan akses jalan 2 mobil, lingkungan aman, nyaman dan tenang one gate sistem, cocok untuk tempat tinggal keluarga bahagia.",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,,1,1300,19 Aug 2020, 42 m², 91 m²,2,1,
"Rumah Murah Komplek Griya Kencana Indah - Palembang, Sematang Borang, Palembang","Sematang Borang, Palembang ",-2.94182715,104.82105484830586,"Sematang Borang, Palembang, Sumatera Selatan, Indonesia",Rp. 550.000.000,"Dijual Rumah Murah di Palembang 
Komplek Griya Kencana Indah

2 Lantai 
LT 102m 
LB 200m 
2 Kamar Tidur
1 Kamar Mandi 
2200 watt
SHM

Letak Strategis dekat dengan Rs. Charitas cabang kenten,sekolah TK-SD Xaverius 9, Gereja Katolik St.Petrus, Pasar Perumnas,Terminal Perumnas,Gereja HKBP,Mesjid..

Rp 550jt

More Info:
Rita Ng
HP/WA 0819 3237 3023",Rumah,SHM - Sertifikat Hak Milik,,,,,,24 Dec 2020, 200 m², 102 m²,2,1,
"Arcadia Town Center, Town house tipe 120 teristimewah lokasi  strategis free ajb.bbn,bphtb dan bnyak hadiahnya!!!. ^_^, Seberang Ulu I, Palembang","Seberang Ulu I, Palembang ",-3.0139369499999997,104.77189834322922,"Seberang Ulu I, Palembang, Sumatera Selatan, Indonesia",Rp. 899.000.000,"Cluster Crystal Town House lokasi strategis di area jakabaring.
bonus yg elegan setiap pembelian di Crystal town house. ( TANPA DI UNDI )

Bebas biaya AJB, BBN dan BPHTB.

Type 120 luas tanah 102m2, harga 899 juta.

info hubungi ; Nisa
082115811717/0895637309013",Rumah,SHM - Sertifikat Hak Milik,,Baru,,2,2200,21 Sep 2020, 120 m², 102 m²,4,2,
"Perumahan dengan kavling tanah luas, Sako, Palembang","Sako, Palembang ",-2.9255981,104.7864873,"Sako, Palembang, Sumatera Selatan, 30163, Indonesia",Rp. 380.000.000,"Bonus 1 kavling (bonus tanah beda lokasi) untuk yang beli perumahan Tahap II

Spesifikasi bangunan
Lantai bangunan
*Lantai kleramik 40x40 motif
Kamar Mandi
*Closet duduk amstad
*Air bersih PDAM
*Finding wc keramik
Pondasi
*Batu Bata press
*Spoof bertulang
Dinding
*Pasangan batu bats press
*plaster , aci , sealer Dan cat
Daun Pintu/Jedela
*Kusen Kayu Kls II
*Pintu Panil
*Pintu Kamar mandi PVC
Penutup Atap
*Rangka baja ringan
*Genteng metal pasir
Plafon
*Rangka metal firing
*Penutup plafon gypsum board
Instalasi listrik
*PLN 1.300 watt
*instalasi lipstick standar PLN
Carport
*Rabat beton",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,,,1300,31 Dec 2020, 45 m², 133 m²,2,1,
"hunian di KOTA MODERN SRIWIJAYA, Ilir Barat II, Palembang","Ilir Barat II, Palembang ",-2.99850145,104.74414825731299,"Ilir Barat II, Palembang, Sumatera Selatan, Indonesia",Rp. 399.000.000,"hunian yang berlokasi di tengah kota palembang KOTA MODERN SRIWIJAYA

merupakan salah satu perumahan terbesar di palembang
dengan lahan lebih dari 20ha

Jika ingin melakukan penawaran dan membutuhkan informasi lebih lanjut hubungi marketing kami.

Anda bisa chat langsung dengan Marketing Representatif kami dengan mengklik Tombol Chat di sudut bawah kanan website ini atau kunjungi halaman Contact Us.



+62 822-8249-3343 ( PUPUT)
+62 821-7814-9996 ( RIKI )",Rumah,,,Baru,,1,1300,20 Oct 2020, 45 m², 90 m²,2,1,1
"rumah dua lantai 3 menit dari istana gubernur, Ilir Barat I, Palembang","Ilir Barat I, Palembang ",-2.970133,104.67994114097745,"Ilir Barat I, Palembang, Sumatera Selatan, Indonesia",Rp. 1.050.000.000,"dijual town house di komplek Pakjo lingkungan aman lokasi syrategis
- 3 menit dari istana gubernur 
- 3 menit dari rs siti khodijah
- 6 menit dari ps mall",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,,1,,05 Dec 2020, 120 m², 96 m²,3,2,
"Hunian berkelas di jakabaring, bebas banjir dan harga terjangkau, Seberang Ulu I, Palembang","Seberang Ulu I, Palembang ",-3.0139369499999997,104.77189834322922,"Seberang Ulu I, Palembang, Sumatera Selatan, Indonesia",Rp. 499.000.000,"Ayokkk yang mau punya rumah yang nyaman, aman dan berada di lokasi strategis serta dengan harga yang ekonomis, dan juga sudah gratisss biaya AJB, BBN dan BPHTB.

Rumah type 48 luas tanah 90m2 harga 499 juta(belum termasuk biaya KPR)

angsuran 15 tahun 4.1 jtaan
Cash bertahap bisa sampai 1 tahun.


Spesifikasi teknis
pondasi : cor tapak beton
struktur : beton bertulang
dinding : batu bata di plester diaci, finishing cat.
plafond : gypsum, rangka hollow.
atap : rangka baja ringan genting beton.
kusen : kayu aluminium.
pintu : kayu kaca frame aluminium.
sanitair : TOTO / setara.
air : PDAM / WTP.
listrik : 1300 watt.



info hubungi ; Nisa
082115811717/0895637309013",Rumah,SHM - Sertifikat Hak Milik,,Baru,,,1300,21 Sep 2020, 48 m², 90 m²,2,1,
"Arcadia Town Center, lokasi strategis, bebas banjir, dapat hadiah langsung tanpa di undi sudah bebas ajb,bbn,bphtb, Seberang Ulu I, Palembang","Seberang Ulu I, Palembang ",-3.0139369499999997,104.77189834322922,"Seberang Ulu I, Palembang, Sumatera Selatan, Indonesia",Rp. 499.000.000,"Hunian bebas banjir di Orchid recidence 2 lokasi di area strategis di jakabaring.
Promo dapat hadiah langsung tanpa di undi.
Bebas biaya AJB, BBN dan BPHTB.


Type 48 luas tanah 90m2, Harga 499 juta.
pembayaran bisa cash bertahap sampai 2 tahun.


UNIT TERBATAS..

info hubungi ; Nisa
082115811717/0895637309013",Rumah,SHM - Sertifikat Hak Milik,,Baru,,,1300,05 Dec 2020, 48 m², 90 m²,2,1,
"Arcadia Town Center, Type 36 luas tanah 90m2, bebas biaya surat - surat. dapatkan jg PROMO CASHBACK 10JT, Seberang Ulu I, Palembang","Seberang Ulu I, Palembang ",-3.0139369499999997,104.77189834322922,"Seberang Ulu I, Palembang, Sumatera Selatan, Indonesia",Rp. 395.000.000,"Cluster baru Orchid recidence 2 Exhibition belom bertuan.
amankan unit anda hanya dgn DP min 10% dari harga. sudah hampir di penghujung tahun. setiap tahun harga pasti naik. TUNGGU APALAGI! miliki rumah impian anda dan keluarga sekarang juga.
info hubungi ; Nisa
082115811717/0895637309013",Rumah,SHM - Sertifikat Hak Milik,,Baru,,,1300,08 Dec 2020, 36 m², 90 m²,2,1,
"Rumah siap huni di depan jesdam 2 Sriwijaya, Sukarame, Palembang","Sukarame, Palembang ",-2.9038353,104.71415723280438,"Sukarame, Palembang, Sumatera Selatan, Indonesia",Rp. 850.000.000,"Rumah Dijual Palembang DIJUAL CEPAT RUMAH DI PINGGIR JALAN BESAR TENGAH KOTA PALEMBANG DEKAT DENGAN JESDAM II SRIWIJAYA, PUSAT PERBELANJAAN, PERKANTORAN, MITRA10, DAN LAIN-LAIN. HARGA RP 850JT (NEGO)",Rumah,,,Bagus,,,1300,21 Sep 2020, 141 m², 116 m²,3,2,
"Arcadia Town Center, Hunian exclusive di area jakabaring type 48, Seberang Ulu I, Palembang","Seberang Ulu I, Palembang ",-3.0139369499999997,104.77189834322922,"Seberang Ulu I, Palembang, Sumatera Selatan, Indonesia",Rp. 499.000.000,"Hunian exclusive dan terbaik di area jakabaring.

lokasi bebas banjir dan strategis.

spesifikasi teknis;
pondasi cor tapak beton, struktur beton bertulang, dinding batu bata di plester diaci, finishing cat, plafond gypsum, atap genting beton, kusen kayu aluminium, air WTP, listrik 1300 watt.

type 48 luas tanah 90m2 harga 499 juta.

info lebih lanjut hubungi : Nisa
082115811717/0895637309013",Rumah,SHM - Sertifikat Hak Milik,,Baru,,,1300,21 Sep 2020, 48 m², 90 m²,2,1,
"Arcadia town center, lokasi strategis, bebas banjir., Seberang Ulu I, Palembang","Seberang Ulu I, Palembang ",-3.0139369499999997,104.77189834322922,"Seberang Ulu I, Palembang, Sumatera Selatan, Indonesia",Rp. 499.000.000,"Hunian berkelas dan ternama di jakabaring.

lokasi kita hanya butuh waktu 15 menit saja dari pusat kota , lokasi kita sangat strategis karna dekat STADION GELORA SRIWIJAYA JAKABARING, SIRKUIT MOTO GP JAKABARING , LIPOO PLAZZA, OPI MALL, STASIUN LRT, RUMAH SAKIT , STASIUN LRT , JALAN TOL , DLL.

Arcadia Town Center Jakabaring,
mnyediakan 5 CLUSTER dan Ruko 3 lantai semua itu hanya dapat anda nikmati di sini .


Harga mulai dari 395 juta , DP bisa 10%.

FREE biaya AJB ,BBN ,BPHTB.

Cukup bayar DP dan biaya akad kredit di BANK.

info hubungi ; Nisa
082115811717/0895637309013",Rumah,SHM - Sertifikat Hak Milik,,Baru,,,1300,21 Sep 2020, 48 m², 90 m²,2,1,
"Type 36 luas tanah 90m2, bebas biaya Ajb, Bbn dan Bphtb, Seberang Ulu I, Palembang","Seberang Ulu I, Palembang ",-3.0139369499999997,104.77189834322922,"Seberang Ulu I, Palembang, Sumatera Selatan, Indonesia",Rp. 395.000.000,"Hunian minimalis berada di lokasi strategis, bebas banjir dan ramai.

Berhadiah langsung tanpa di undi ( HP, TV, AC, dll )

Type 36 luas tanah 90m2 harga 395 juta, DP 10%, angsuran 3 jtaan.
Sisa 2 unit lagi loh.

Buruan miliki segera sebelum kehabisan.

info hubungi ; nisa
082115811717/0895637309013",Rumah,SHM - Sertifikat Hak Milik,,Baru,,,1300,09 Oct 2020, 36 m², 90 m²,2,1,
"Hunian untuk anda yang cerdas berinvestasi, lokasi di jakabaring, Seberang Ulu I, Palembang","Seberang Ulu I, Palembang ",-3.0139369499999997,104.77189834322922,"Seberang Ulu I, Palembang, Sumatera Selatan, Indonesia",Rp. 499.000.000,"Investasi terbaik dari jaman dahulu sampai jaman sekarang hanya di perumahan saja yang terbukti memberikan keuntungan setiap tahun nya.

contoh kecilnya nih misalkan saat ini anda beli perumahan seharga 300 juta 5 tahun yang akan datang harga rumah itu sudah sekitar 450 juta bahkan lebih, tapi sangat di pastikan harga nya akan naik terus dan terus.
mari saat nya anda harus cerdas memilih apa yg harus anda investasikan.

sedikit info untuk perumahan kami.
lokasi strategis, keamanan 24 jam, bebas banjir, surat sertipikat hak milik, 5 menit dari Opi mall, 3 menit dari gerbang jalan Tol, kurang dari 1 menit dari pembangunan Rs. bunda, dan masih banyak lagi.

Type rumah 48 luas tanah 90m2 harga 499,000.000 Dp 49.900.000, angsuran 4 jutaan.

* Gratis biaya AJB, BBN, BPHTB.
* Gratis HP, TV, AC, Mesin cuci, Kulkas (pilih salah satu).

jangan tunda dan jangan banyak pikir lagi, karna harga selalu naik dan unit semakin terbatas.

info hubungi ; Nisa
082115811717/0895637309013",Rumah,SHM - Sertifikat Hak Milik,,Baru,,,1300,21 Sep 2020, 48 m², 90 m²,2,1,
"Rumah subsidi rasa komersil!!!, Gandus, Palembang","Gandus, Palembang ",-3.0020309,104.6966331,"Gandus, Palembang, Sumatera Selatan, 30149, Indonesia",Rp. 150.000.000,"

Akad Jual Beli Bukan Pembiayaan

Tanpa KPR Bank Konven
Tanpa Denda
Tanpa Sita
Tanpa Pinalti
Tanpa Asuransi Konven
Tanpa Akad Bathil
Bebas Riba

Keunggulan Lokasi dengan akses STRATEGIS :

700 meter dr Gate Universitas Terbesar Asia Tenggara +- 25 RB mahasiswa (Unsri)

Tepat Didepan Pusat Pemerintahan 
- Kantor Kecamatan
- Kantor Urusan Agama
- Kantor Pusat bidang setara Kabupaten
- SAMSAT
- Perkantoran Badan Pertanahan Nasional OI
- PLN rayon Indralaya

Pertemuan 3 lintas Utama jalan sumatera

Selangkah dr 3 moda darat ( Terminal Bus, Stasiun Kereta Api, dan Exit Tol Palindra)

kawasan ekonomi 
-Kurang 1 km pabrik keramik arwana
- 15 menit ke Pasar Indralaya

Fasilitas Kesehatan :

15 Menit dr RSUD Ogan ILIR

Fasilitas Keamanan :

2 KM Polres Ogan Ilir",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,1,1,1300,07 Jan 2021, 36 m², 72 m²,2,1,1
"Rumah Perumdam Kartika 2, Karya Baru Tlg Buruk, Sukarami Alang2 Lebar, Sukarame, Palembang","Sukarame, Palembang ",-2.9038353,104.71415723280438,"Sukarame, Palembang, Sumatera Selatan, Indonesia",Rp. 650.000.000,"Rumah tinggal di Jl.Kolonel Sulaiman Amin Perumdam Kartika 2, Karya Baru Talang Buruk, Sukarami Alang2 Lebar palembang.

Legalitas :
Sertifikat : Hak Milik (SHM)
Pajak Bumi dan bangunan : PBB

Spesifikasi :
Luas tanah (LT) : 150 m2
Luas bangunan (LB) : 45 m2
Ruang Tamu : 1 buah
Kamar tidur : 2 buah
Kamar mandi : 1 buah
Dapur : 1 buah

Fasilitas :
Listrik (PLN) : 1300 watt
Air bersih : PAM ATS dan Sumur
Gas masak : PT,Sarana Pembangunan Palembang Jaya
Rumah menghadap Barat Laut

Letak Lokasi :
- Lokasi tanah persis di jalan Raya Kolonel Sulaiman Amin lebar jalan 12 m
- Masjid Al-Ikhlas Perumdam Kartika 20 m
- Jalan Raya Jalan Kol H.Barlian Km.7 (Gramedia) jarak 1 km
- Jalan Raya Soekarno-Hatta 1 km
- POLDA Sumsel 2 km
- Bandara Sultan Mahmud Badarudin II 5 km
- Jembatan Ampera 8 km
- Mall PTC (Patal Trade Center) 5 km
- Palembang Indah Mall 4 km
- Palembang Icon Mall 4 km
- Pasar Cinde 7 km
- Gubernuran 3 km

Harga : Rp.650.000.000
Hubungi Pak Kodim HP : 0812 1919 8032",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Butuh Renovasi,,1,,12 Oct 2020, 70 m², 150 m²,2,1,
"RUMAH TENGAH KOTA PALEMBANG SINTRAMANJAYA SEKIP UJUNG KEMUNING, Kemuning, Palembang","Kemuning, Palembang ",-2.9505602,104.74988216891136,"Kemuning, Palembang, Sumatera Selatan, Indonesia",Rp. 6.500.000.000,"Dijual rumah Tanah luas di tengah kota Palembang di Komplek Sintramanjaya , Sekip Ujung, Kel.20 Ilir D-II , Kec.Kemuning, Palembang Sumatera Selatan.

Legalitas :
Sertifikat : Hak Milik (SHM)
Pajak Bumi dan bangunan : PBB

Spesifikasi :
Luas tanah (LT) : 638 m2
Luas bangunan (LB) : 200 m2 (1 - 1/2 Lantai)
Ruang Tamu : 1 buah
Ruang Keluarga : 2 buah
Kamar tidur : 5 buah
Kamar mandi : 2 buah
Dapur : 1 buah
Carport : 4 mobil

Fasilitas :
Listrik (PLN) : 2200 watt
PAM / Air tanah : PDAM dan Sumur
Telepon Telkom : 1 line
Rumah menghadap : Barat

Letak Lokasi :
- Masjid besar Al-Fatah Sekip Ujung 30 m
- Jalan Raya Basuki Rahmat 30 m
- Pasar Sekip Ujung 500 m
- Mall PTC (Patal Trade Center) 700 m
- POLDA Sumsel 1,5 km
- Bandara Sultan Mahmud Badarudin II 8 km
- Jembatan Ampera 5 km
- Palembang Indah Mall 4 km
- Palembang Icon Mall 4 km
- Gubernuran 4 km


Harga : Rp.6.500.000.000 (6,5 Milyar) Nego
Hunumhi Pak Kodim di HP : 0812 1919 8032

Tanpa Perantara (calo) Hanya Penjual/pemilik langsung dan pembeli",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,1,1,2200,12 Oct 2020, 240 m², 638 m²,5,2,1
"Rumah Subsidi rasa komersil!!!, Bukit Kecil, Palembang","Bukit Kecil, Palembang ",-2.9879814500000004,104.75050793435676,"Bukit Kecil, Palembang, Sumatera Selatan, 30135, Indonesia",Rp. 150.000.000,"

Akad Jual Beli Bukan Pembiayaan

Tanpa KPR Bank Konven
Tanpa Denda
Tanpa Sita
Tanpa Pinalti
Tanpa Asuransi Konven
Tanpa Akad Bathil
Bebas Riba

Keunggulan Lokasi dengan akses STRATEGIS :

700 meter dr Gate Universitas Terbesar Asia Tenggara +- 25 RB mahasiswa (Unsri)

Tepat Didepan Pusat Pemerintahan 
- Kantor Kecamatan
- Kantor Urusan Agama
- Kantor Pusat bidang setara Kabupaten
- SAMSAT
- Perkantoran Badan Pertanahan Nasional OI
- PLN rayon Indralaya

Pertemuan 3 lintas Utama jalan sumatera

Selangkah dr 3 moda darat ( Terminal Bus, Stasiun Kereta Api, dan Exit Tol Palindra)

kawasan ekonomi 
-Kurang 1 km pabrik keramik arwana
- 15 menit ke Pasar Indralaya

Fasilitas Kesehatan :

15 Menit dr RSUD Ogan ILIR

Fasilitas Keamanan :

2 KM Polres Ogan Ilir",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,1,1,1300,07 Jan 2021, 36 m², 72 m²,2,1,1
"Butuh uang cepat, jarang ada rumah murah, baru renovasi, Ilir Timur I, Palembang","Ilir Timur I, Palembang ",-2.9781197500000003,104.75527385678066,"Ilir Timur I, Palembang, Sumatera Selatan, Indonesia",Rp. 600.000.000,"Rumah tinggal 2,5 lantai baru di renovasi total, lokasi strategis di tengah kota dekat sekolah, rumah sakit, tempat ibadah. Akses jalan besar dan transportasi gampang. Bisa parkir satu mobil. Lingkungan aman dengan tetangga yang ramah.",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Sudah Renovasi,,3,,06 Oct 2020, 125 m², 68 m²,3,2,
"rumah subsidi 20 menit dari unsri, Bukit Kecil, Palembang","Bukit Kecil, Palembang ",-2.9879814500000004,104.75050793435676,"Bukit Kecil, Palembang, Sumatera Selatan, 30135, Indonesia",Rp. 150.500.000,"surya alam 6 ,Perumahan Subsidi dengan fasilitas komersial ditanjungan barangan
- Lokasi tinggi bebas banjir
-pinggir jalan utama
- tanah asli bukan timvunan
hanya 9 jt all in sampe terima kunci",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,,1,1300,04 Dec 2020, 36 m², 91 m²,2,1,
"Rumah murah Komersil cluster, Alang Alang Lebar, Palembang","Alang Alang Lebar, Palembang ",-2.9557179,104.6706955,"Alang Alang Lebar, Palembang, Sumatera Selatan, 30151, Indonesia",Rp. 378.000.000,"Green Center Park Palembang

Lokasi strategis, harga termurah dikelasnya.

Cicilan mulai dari 2jutaan dan 3 jutaan.

Promo:

*Tanpa DP(untuk KPR Pertama)
*Cashback 10%
*Free biaya akad KPR.
*Free biaya AJB, BPHTB, dan Balik Nama

Fasum:
One gate system
Cctv 24 jam
Ruang serbaguna
Mushola
Jalan komplek lebar 7-8meter
Taman bermain

Fasum luar komplek:
Dekat MCD
Dekat Cinema mall
Dekat Danau eco
Dekat Giant
Dekat bandara
Dekat sekolah 
Dekat pasar tradisional
Jooging track

Segera hubungi: 0813 5320 9990",Rumah,SHM - Sertifikat Hak Milik,,Baru,,1,1300,19 Nov 2020, 48 m², 98 m²,2,1,
"rumah exclusip 3 menit dari rs myria, Sukarame, Palembang","Sukarame, Palembang ",-2.9038353,104.71415723280438,"Sukarame, Palembang, Sumatera Selatan, Indonesia",Rp. 750.000.000,"ningrat sukarela hunian exclusip dengan konsep villa, lokasi strategis 
- 3 menit dari rs myria
- 3 menit dari gramedia word
- 5 menit dari jm mall sukarame 
- 10 menit ke bandara smb
unit terbatas",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,,1,1300,05 Dec 2020, 90 m², 162 m²,3,2,
"RUMAH SUBSIDI RASA KOMERSIL!!!, Alang Alang Lebar, Palembang","Alang Alang Lebar, Palembang ",-2.9557179,104.6706955,"Alang Alang Lebar, Palembang, Sumatera Selatan, 30151, Indonesia",Rp. 150.000.000,"

Akad Jual Beli Bukan Pembiayaan

Tanpa KPR Bank Konven
Tanpa Denda
Tanpa Sita
Tanpa Pinalti
Tanpa Asuransi Konven
Tanpa Akad Bathil
Bebas Riba

Keunggulan Lokasi dengan akses STRATEGIS :

700 meter dr Gate Universitas Terbesar Asia Tenggara +- 25 RB mahasiswa (Unsri)

Tepat Didepan Pusat Pemerintahan 
- Kantor Kecamatan
- Kantor Urusan Agama
- Kantor Pusat bidang setara Kabupaten
- SAMSAT
- Perkantoran Badan Pertanahan Nasional OI
- PLN rayon Indralaya

Pertemuan 3 lintas Utama jalan sumatera

Selangkah dr 3 moda darat ( Terminal Bus, Stasiun Kereta Api, dan Exit Tol Palindra)

kawasan ekonomi 
-Kurang 1 km pabrik keramik arwana
- 15 menit ke Pasar Indralaya

Fasilitas Kesehatan :

15 Menit dr RSUD Ogan ILIR

Fasilitas Keamanan :

2 KM Polres Ogan Ilir",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Baru,1,1,1300,07 Jan 2021, 36 m², 72 m²,2,1,1
"Rumah 2 unit , dempet ke belakang dgn Cepat, Ilir Timur II, Palembang","Ilir Timur II, Palembang ",-2.9659463,104.77772717002355,"Ilir Timur II, Palembang, Sumatera Selatan, Indonesia",Rp. 2.500.000.000,"Rumah Beserta isi nya dg spesifikasi

Rumah Di Jual*
Komplek Griya Investama Berikut Perabot yang Ada
dengan Spesifikasi Berikut 

Luas Tanah 240
Luas Bangunan 200
5 KT. 
5 KM. 
SHM
2 PLN
2 PAM
3 Pompa Dorong
Meja Bilyard
6 AC
Solar Hiter
3 Tedmon Stanless
3 + 1 Kingkoil
Kompor LA Germania
1 Penghisap Asap
4 Lemari Tanam
1 Meja Rias
6 Nakas
2 Meja Belajar
1 Kursi Kulit Kantor
1 Kursi Kulit Refleksi
1 Set Sofa Kulit
1 Set M Makan Batu
1 TV Layar Besar
2 TV Besar
2 TV Sedang


Hubungi Agen Brighton
Nita Kho
*081210059675*


yuuuu Turun Harga Buruan
...",Rumah,SHM - Sertifikat Hak Milik,Furnished,Bagus,,2,2200,07 Sep 2020, 240 m², 200 m²,5,5,2
"Rumah Kost 2 Lantai, Daerah Elite Jln Bangau Palembang, Ilir Timur II, Palembang","Ilir Timur II, Palembang ",-2.9659463,104.77772717002355,"Ilir Timur II, Palembang, Sumatera Selatan, Indonesia",Rp. 8.500.000.000,"WA Sekarang :
Ucok : 08127312838

New Listing Jual Rumah Kost 2 Lantai, Daerah Elite Jln Bangau Palembang

Luas tanah : 440 m
Luas bangunan : 600 m

Harga : Rp 8.500.000.000

Spesifikasi :
Sertipikat Hak Milik
Listrik 2200 watt
Air PAM (ada 2 bak penampungan)
Kamar lantai 1: 6 unit
Kamar mandi/ WC lantai 1: 4 unit
Kamar lantai 2: 10 unit, 6 kamar ada kamar mandi/ WC
Kamar mandi/ WC lantai 2: 1 unit
Ada ruang tamu, dapur dan ruang makan

Deskripsi :
Rumah Kost Berada dilokasi nyaman, ditengah kota, dipinggir jalan utama jalan Bangau. Lokasi mudah dijangkau. Dekat dengan SMA Xaverius, Universitas Musi Charitas dan hanya 100 meter dari jalan Rajawali.",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,,,2200,04 Jan 2021, 600 m², 440 m²,16,11,
"Rumah Siap Huni Jln Swadaya, Talang Aman Palembang, Kemuning, Palembang","Kemuning, Palembang ",-2.9505602,104.74988216891136,"Kemuning, Palembang, Sumatera Selatan, Indonesia",Rp. 3.000.000.000,"WA Sekarang :
Diana : 081373362152

New Listing Jual Rumah Siap Huni Jln Swadaya, Talang Aman Palembang

Luas tanah : 325 m2
Luas bangunan : 137 m2
Kamar tidur : 4 unit
Kamar mandi : 2 unit

Harga : Rp 3.000.000.000

Spesifikasi :
Sertipikat Hak Milik
PBB
IMB
Listrik 900 Watt
Sumber air : PDAM dan Sumur airnya jernih dan bersih
Garasi mobil : 1 unit

Nilai lebih :
2 menit ke STISIPOL Candradimuka
3 menit ke STIMIK Palcomtec
5 menit ke Fly Over Polda
5 menit ke RS Bhayangkara
5 menit ke RS Hermina
6 menit ke PTC Mall
Dekat kawasan bisnis lain nya

Deskripsi :
Rumah siap huni, dalam keadaan baik, bersih dan terawat. Tidak banjir
halaman depan luas, halaman belakang luas. Area padat penduduk, lingkungan yang asri dan nyaman.",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,,,900,28 Dec 2020, 137 m², 325 m²,4,2,
"Rumah Mewah Full Furnish di Komplek Citra Grand City Palembang, Ilir Barat I, Palembang","Ilir Barat I, Palembang ",-2.970133,104.67994114097745,"Ilir Barat I, Palembang, Sumatera Selatan, Indonesia",Rp. 8.000.000.000,"WA Sekarang :
Faisal : 0812731312973

New Listing Jual Rumah Mewah Full Furnish, Siap Huni di Komplek Citra Grand City, Cluster Auntum Forest Palembang

Luas tanah : 485 m2
Luas bangunan : 472 m2
Kamar tidur : 6 + 1 unit
Kamar mandi : 6 + 1 unit
Jumlah lantai : 2

Harga : Rp 8.000.000.000

Spesifikasi :
Sertipikat HGB
PBB
Listrik 7.700 watt
Air ATS

Nilai lebih :
Rumah fully furnish siap huni
Lantai marmer
Tersedia AC
Lemari, Sofa, Bufet, Springbed baru.
Berada di dalam komplek elite, exclusive dan asri, suasana aman, nyaman dan tenang.
Lokasi bebas banjir, posisi tanah hook, view Danau.
Ada fasilitas Club House (kolam renang Gym).
Security (one gate system).
Dekat dengan Sekolah.
Akses ke Bandara mudah dan dekat.",Rumah,SHM - Sertifikat Hak Milik,Unfurnished,Bagus,,,7700,28 Dec 2020, 472 m², 485 m²,7,7,
